longitude,latitude,total_rooms,median_income,ocean_proximity,median_house_value
-122.28,37.85,2063,2.2625,NEAR BAY,132900
-122.29,37.84,1872,2.2106,NEAR BAY,132500
-122.28,37.83,3108,2.6997,NEAR BAY,126900
-122.3,37.84,7355,4.0018,NEAR BAY,143800
-122.23,37.83,2990,7.8772,NEAR BAY,500001
-122.22,37.82,2492,11.8603,NEAR BAY,500001
-122.22,37.82,2991,13.499,NEAR BAY,500001
-122.23,37.82,3242,12.2138,NEAR BAY,500001
-122.23,37.82,3051,8.1872,NEAR BAY,466100
-122.23,37.82,3494,12.3804,NEAR BAY,500001
-122.24,37.83,1757,5.8948,NEAR BAY,457800
-122.24,37.83,2449,8.1194,NEAR BAY,471600
-122.23,37.82,1611,8.7477,NEAR BAY,500001
-122.24,37.82,3665,6.155,NEAR BAY,398600
-122.25,37.82,2474,5.883,NEAR BAY,340700
-122.23,37.76,3037,5.2128,NEAR BAY,289900
-122.23,37.76,2269,4.7188,NEAR BAY,335300
-122.23,37.76,1316,5.2915,NEAR BAY,333000
-122.24,37.77,1153,2.6411,NEAR BAY,241000
-122.23,37.77,772,3.3214,NEAR BAY,189600
-122.24,37.77,1711,3.6417,NEAR BAY,206300
-122.25,37.77,2650,3.0161,NEAR BAY,215700
-122.25,37.77,1038,3.1771,NEAR BAY,210200
-122.25,37.77,1527,3.4531,NEAR BAY,208800
-122.25,37.77,859,4.3098,NEAR BAY,197900
-122.26,37.78,970,3.3438,NEAR BAY,201300
-122.26,37.78,1045,2.9213,NEAR BAY,190800
-122.27,37.78,1408,2.6806,NEAR BAY,207900
-122.27,37.78,1222,3.7708,NEAR BAY,215300
-122.27,37.78,1169,3.9444,NEAR BAY,212900
-122.27,37.78,2020,5.2601,NEAR BAY,292700
-122.28,37.79,4145,2.5444,NEAR BAY,275000
-122.3,37.77,2038,2.6447,NEAR BAY,200000
-122.28,37.78,5154,2.5762,NEAR BAY,173400
-122.29,37.78,1241,1.9427,NEAR BAY,102200
-122.28,37.77,1468,2.9688,NEAR BAY,220800
-122.28,37.77,3997,3.75,NEAR BAY,242800
-122.29,37.76,2873,5.1702,NEAR BAY,265400
-122.28,37.78,1487,2.5139,NEAR BAY,219000
-122.26,37.77,1670,2.9732,NEAR BAY,282100
-122.27,37.77,2252,5.5337,NEAR BAY,372000
-122.27,37.77,1731,4.1667,NEAR BAY,225800
-122.27,37.77,1710,2.7115,NEAR BAY,220800
-122.27,37.77,2388,3.3269,NEAR BAY,234500
-122.25,37.77,2156,3.2685,NEAR BAY,254200
-122.26,37.77,1565,4.7778,NEAR BAY,351800
-122.26,37.77,1704,4.226,NEAR BAY,275000
-122.26,37.77,1210,3.3571,NEAR BAY,405400
-122.26,37.77,2097,2.9899,NEAR BAY,228100
-122.26,37.77,1848,2.875,NEAR BAY,234000
-122.24,37.77,955,2.3882,NEAR BAY,162500
-122.25,37.77,4329,2.975,NEAR BAY,243400
-122.23,37.76,3011,5.1039,NEAR BAY,273800
-122.23,37.76,1049,4.1458,NEAR BAY,248500
-122.24,37.76,2504,3.4762,NEAR BAY,244000
-122.24,37.76,1846,2.6833,NEAR BAY,240900
-122.23,37.76,1705,5.75,NEAR BAY,306300
-122.23,37.75,1542,3.9632,NEAR BAY,240000
-122.24,37.75,891,4.9489,NEAR BAY,247100
-122.24,37.75,4051,4.8711,NEAR BAY,286600
-122.24,37.76,2646,3.0718,NEAR BAY,266700
-122.24,37.76,2428,3.6719,NEAR BAY,229800
-122.24,37.76,2567,4.6094,NEAR BAY,229300
-122.24,37.73,7031,4.5213,NEAR BAY,228400
-122.25,37.74,1914,4.4562,NEAR BAY,206200
-122.24,37.72,18634,7.611,NEAR BAY,350700
-122.27,37.73,5785,3.2689,NEAR BAY,231000
-122.25,37.76,2876,3.567,NEAR BAY,252900
-122.27,37.74,6909,3.6875,NEAR BAY,353900
-122.27,37.77,5679,4.7695,NEAR BAY,291700
-122.28,37.75,1156,3.1972,NEAR BAY,100000
-122.06,37.77,14316,7.2634,NEAR BAY,341600
-122.06,37.73,3596,7.0568,NEAR BAY,412500
-122.06,37.71,3541,4.635,NEAR BAY,248600
-122.07,37.71,1808,5.3015,NEAR BAY,254900
-122.07,37.71,2879,4.9801,NEAR BAY,241500
-122.07,37.72,3204,5.4834,NEAR BAY,295200
-122.08,37.72,3866,6.187,NEAR BAY,340400
-122.08,37.72,2476,5.6194,NEAR BAY,274700
-122.08,37.71,2211,5.4639,NEAR BAY,238600
-122.09,37.71,2663,5.1498,NEAR BAY,266400
-122.1,37.72,2599,5.8382,NEAR BAY,330200
-122.11,37.71,4569,4.65,NEAR BAY,206800
-122.1,37.7,2973,4.3819,NEAR BAY,209200
-122.1,37.69,3115,3.7222,NEAR BAY,195800
-122.09,37.71,1843,5.2855,NEAR BAY,253500
-122.09,37.7,2053,4.3375,NEAR BAY,241800
-122.1,37.71,6740,5.2131,NEAR BAY,252500
-122.09,37.7,1751,6.005,NEAR BAY,263900
-122.08,37.71,1663,5.0519,NEAR BAY,227000
-122.08,37.71,3716,4.8237,NEAR BAY,220900
-122.08,37.7,2718,5.2497,NEAR BAY,259300
-122.07,37.7,1420,4.125,NEAR BAY,232500
-122.06,37.7,1893,4.6005,NEAR BAY,231600
-122.06,37.7,3906,3.5187,NEAR BAY,209400
-122.07,37.7,3400,3,NEAR BAY,223200
-122.08,37.7,3402,3.4934,NEAR BAY,209900
-122.09,37.7,4413,2.9861,NEAR BAY,208200
-122.07,37.69,2304,2.5362,NEAR BAY,203800
-122.08,37.69,2350,3.3021,NEAR BAY,195700
-122.07,37.69,5914,3.0964,NEAR BAY,190500
-122.08,37.69,1575,2.8512,NEAR BAY,181000
-122.08,37.69,1414,3.3478,NEAR BAY,184900
-122.08,37.68,848,2.3958,NEAR BAY,190800
-122.08,37.68,3051,3.5295,NEAR BAY,242200
-122.09,37.69,4296,4.8036,NEAR BAY,188300
-122.15,37.74,2898,3.851,NEAR BAY,183500
-122.14,37.74,1071,4.0662,NEAR BAY,204200
-122.14,37.73,2619,4.6042,NEAR BAY,251900
-122.15,37.74,1494,2.2,NEAR BAY,187500
-122.16,37.73,2260,4.1164,NEAR BAY,198200
-122.15,37.74,1394,3.95,NEAR BAY,219000
-122.15,37.73,1028,4.9135,NEAR BAY,275000
-122.15,37.73,3758,2.8355,NEAR BAY,245400
-122.17,37.73,2163,3.25,NEAR BAY,177500
-122.16,37.73,1699,2.8301,NEAR BAY,171600
-122.17,37.73,1555,3.7159,NEAR BAY,183300
-122.16,37.73,1114,2.5625,NEAR BAY,175000
-122.18,37.72,1498,3.8047,NEAR BAY,156700
-122.18,37.71,726,3.375,NEAR BAY,157500
-122.17,37.71,890,3.244,NEAR BAY,179800
-122.18,37.7,2639,4.0268,NEAR BAY,205500
-122.18,37.7,2562,3.3906,NEAR BAY,178900
-122.19,37.71,361,5.5461,NEAR BAY,262500
-122.17,37.72,3008,3.371,NEAR BAY,165000
-122.17,37.72,1369,3.5313,NEAR BAY,159700
-122.17,37.72,1692,3.663,NEAR BAY,158300
-122.16,37.72,1007,2.875,NEAR BAY,144800
-122.17,37.72,3783,4.0202,NEAR BAY,166300
-122.16,37.71,1507,4.5553,NEAR BAY,191000
-122.16,37.71,666,3.4643,NEAR BAY,175000
-122.16,37.72,2229,3.3431,NEAR BAY,137500
-122.15,37.73,2215,2.1898,NEAR BAY,141700
-122.15,37.72,1616,2.9097,NEAR BAY,210900
-122.15,37.72,1190,3.375,NEAR BAY,198300
-122.15,37.72,4169,2.8125,NEAR BAY,157400
-122.14,37.73,2024,5,NEAR BAY,264700
-122.14,37.73,1723,3.0673,NEAR BAY,218400
-122.14,37.73,2264,3.8125,NEAR BAY,235100
-122.13,37.73,1996,6.9096,NEAR BAY,341800
-122.13,37.72,2862,7.912,NEAR BAY,367300
-122.13,37.72,2183,3.8393,NEAR BAY,243500
-122.12,37.71,1037,4,NEAR BAY,167900
-122.13,37.72,1134,6.5095,NEAR BAY,371200
-122.14,37.72,786,3.5156,NEAR BAY,218900
-122.14,37.72,1397,2.983,NEAR BAY,202700
-122.13,37.72,2315,3.524,NEAR BAY,186200
-122.13,37.71,1613,3.1103,NEAR BAY,188900
-122.13,37.71,1421,3.5781,NEAR BAY,180000
-122.15,37.71,5778,3.1682,NEAR BAY,202700
-122.14,37.71,3094,2.6101,NEAR BAY,181700
-122.14,37.71,3905,3.6932,NEAR BAY,166800
-122.13,37.7,3046,3.4583,NEAR BAY,183700
-122.13,37.7,3516,3.9032,NEAR BAY,218000
-122.15,37.71,998,4.0208,NEAR BAY,191500
-122.15,37.7,1464,3.5547,NEAR BAY,194700
-122.14,37.7,1463,4.5859,NEAR BAY,187200
-122.13,37.7,4124,2.6321,NEAR BAY,223100
-122.13,37.69,2380,3.395,NEAR BAY,271300
-122.14,37.7,1266,3.9702,NEAR BAY,194100
-122.16,37.7,2239,5.0043,NEAR BAY,190400
-122.14,37.69,1571,4.4659,NEAR BAY,189100
-122.15,37.69,1246,3.6625,NEAR BAY,184600
-122.15,37.69,1501,3.8864,NEAR BAY,197300
-122.15,37.7,1468,3.4583,NEAR BAY,192600
-122.16,37.69,1118,3.7813,NEAR BAY,192200
-122.16,37.7,1097,2.9917,NEAR BAY,194600
-122.16,37.7,1719,4.4375,NEAR BAY,193500
-122.17,37.7,1755,4,NEAR BAY,202600
-122.16,37.68,1687,2.3869,NEAR BAY,83300
-122.17,37.69,2262,4.7609,NEAR BAY,212600
-122.18,37.68,2087,5.4858,NEAR BAY,187800
-122.16,37.69,1480,4.3971,NEAR BAY,205700
-122.15,37.69,1545,4.0109,NEAR BAY,192900
-122.15,37.68,2632,4.3864,NEAR BAY,205200
-122.15,37.68,2261,4.2841,NEAR BAY,213400
-122.15,37.69,1670,5.1312,NEAR BAY,183600
-122.14,37.69,2141,2.9958,NEAR BAY,178400
-122.14,37.68,3337,3.6364,NEAR BAY,219200
-122.14,37.68,3184,2.7955,NEAR BAY,183100
-122.1,37.69,2341,2.9507,NEAR BAY,157100
-122.12,37.69,1197,3.4375,NEAR BAY,157800
-122.13,37.69,1131,2.875,NEAR BAY,161700
-122.12,37.71,1164,3.0345,NEAR BAY,152100
-122.12,37.7,3495,2.679,NEAR BAY,144900
-122.12,37.7,2488,2.9922,NEAR BAY,179900
-122.12,37.69,2681,4.1042,NEAR BAY,179100
-122.12,37.7,2495,2.5833,NEAR BAY,159900
-122.11,37.7,1689,2.1552,NEAR BAY,161400
-122.11,37.7,1298,2.3274,NEAR BAY,170400
-122.11,37.7,2693,2.4206,NEAR BAY,137500
-122.1,37.69,746,3.9063,NEAR BAY,178400
-122.11,37.69,2444,2.6464,NEAR BAY,155200
-122.11,37.69,1472,3.4643,NEAR BAY,160900
-122.12,37.69,2227,2.3973,NEAR BAY,167300
-122.03,37.69,200,6.5,NEAR BAY,340000
-121.97,37.64,1283,6.0574,<1H OCEAN,431000
-122.02,37.63,2445,3.8958,NEAR BAY,301100
-122.04,37.63,1307,4.7813,NEAR BAY,241900
-122.05,37.63,3785,3.2829,NEAR BAY,162500
-122.04,37.66,2031,5.3169,NEAR BAY,299200
-122.04,37.65,8299,6.2579,NEAR BAY,315500
-122.05,37.68,7518,5.1701,NEAR BAY,216800
-122.07,37.68,1815,3.25,NEAR BAY,218100
-122.06,37.68,5367,3.1796,NEAR BAY,170300
-122.08,37.68,1167,2.4196,NEAR BAY,275000
-122.08,37.68,2607,2.6563,NEAR BAY,184100
-122.08,37.67,493,0.9637,NEAR BAY,160000
-122.09,37.67,1252,2.3357,NEAR BAY,175000
-122.09,37.68,1382,3.5114,NEAR BAY,197500
-122.09,37.69,500,3.3125,NEAR BAY,150000
-122.09,37.68,2333,2.4042,NEAR BAY,205600
-122.09,37.68,1834,2.8322,NEAR BAY,170300
-122.09,37.68,1415,2.5156,NEAR BAY,190900
-122.1,37.68,1352,3.4032,NEAR BAY,196900
-122.1,37.68,2116,2.535,NEAR BAY,174000
-122.11,37.68,1976,2.5772,NEAR BAY,170200
-122.1,37.68,1779,3.0962,NEAR BAY,180900
-122.1,37.67,3659,2.9564,NEAR BAY,150500
-122.1,37.68,1892,3.125,NEAR BAY,167100
-122.12,37.68,1958,2.95,NEAR BAY,148900
-122.12,37.68,1553,4.38,NEAR BAY,196400
-122.12,37.68,2412,4.0417,NEAR BAY,191100
-122.11,37.67,2110,3.8,NEAR BAY,187500
-122.12,37.68,2179,3.4839,NEAR BAY,180600
-122.13,37.68,2457,4.0588,NEAR BAY,182800
-122.13,37.68,2147,4.1974,NEAR BAY,179300
-122.13,37.68,1676,3.6,NEAR BAY,179400
-122.14,37.68,2976,4.267,NEAR BAY,210300
-122.14,37.67,3036,4.2386,NEAR BAY,192300
-122.15,37.67,2472,5.5797,NEAR BAY,198100
-122.14,37.67,1487,4.0682,NEAR BAY,196200
-122.13,37.67,2012,3.1734,NEAR BAY,181600
-122.14,37.67,3342,4.7933,NEAR BAY,186900
-122.14,37.67,3156,4.8125,NEAR BAY,188300
-122.13,37.67,1748,3.8676,NEAR BAY,184000
-122.12,37.67,3429,3.9395,NEAR BAY,184700
-122.13,37.67,3592,3.2434,NEAR BAY,179900
-122.11,37.67,1035,3.0917,NEAR BAY,167200
-122.11,37.67,3028,3.0645,NEAR BAY,165400
-122.09,37.67,2431,2.7019,NEAR BAY,154000
-122.09,37.67,2069,3.1115,NEAR BAY,153500
-122.09,37.66,1340,3.4722,NEAR BAY,135400
-122.09,37.66,1160,2.2222,NEAR BAY,158300
-122.05,37.68,2015,6.1104,NEAR BAY,240700
-122.06,37.67,3882,4.2733,NEAR BAY,180700
-122.07,37.67,3239,3.2465,NEAR BAY,230600
-122.07,37.67,2932,3.2417,NEAR BAY,210800
-122.07,37.67,2104,3.875,NEAR BAY,165300
-122.04,37.67,1694,6.0501,NEAR BAY,254200
-122.04,37.67,3000,6.8233,NEAR BAY,332600
-122.04,37.66,2419,6.3501,NEAR BAY,350000
-122.07,37.66,2280,2.6719,NEAR BAY,161200
-122.07,37.66,5031,3.875,NEAR BAY,179300
-122.08,37.66,1547,2.5625,NEAR BAY,154300
-122.07,37.65,3300,3.016,NEAR BAY,161800
-122.08,37.65,5018,2.7694,NEAR BAY,161900
-122.08,37.65,1813,3.6818,NEAR BAY,165400
-122.08,37.66,1997,2.1382,NEAR BAY,166600
-122.1,37.66,901,3.7303,NEAR BAY,149700
-122.1,37.66,686,3.875,NEAR BAY,162100
-122.1,37.66,1954,3.0489,NEAR BAY,152600
-122.09,37.65,2630,2.8203,NEAR BAY,195200
-122.09,37.65,1130,4.3897,NEAR BAY,190600
-122.09,37.65,1184,4.7143,NEAR BAY,193800
-122.1,37.66,656,4.6875,NEAR BAY,200600
-122.11,37.66,2544,3.2091,NEAR BAY,150000
-122.1,37.66,1305,4.275,NEAR BAY,185300
-122.11,37.66,1755,4.1302,NEAR BAY,172700
-122.11,37.66,2843,3.09,NEAR BAY,174100
-122.1,37.65,2538,4.5417,NEAR BAY,194400
-122.1,37.64,1784,4.6635,NEAR BAY,206700
-122.1,37.65,1797,4.4427,NEAR BAY,204500
-122.1,37.65,410,4.5303,NEAR BAY,175000
-122.12,37.65,162,2.375,NEAR BAY,137500
-122.1,37.63,9963,3.8171,NEAR BAY,187200
-122.1,37.61,2361,4.5281,NEAR BAY,173600
-122.13,37.66,862,4.3456,NEAR BAY,163000
-122.11,37.65,4335,3.4861,NEAR BAY,331600
-122.11,37.64,1487,5.2312,NEAR BAY,197600
-122.11,37.64,3592,3.6708,NEAR BAY,197900
-122.12,37.64,432,3.8875,NEAR BAY,228100
-122.09,37.63,1457,3.9167,NEAR BAY,189500
-122.09,37.64,1578,3.9063,NEAR BAY,184200
-122.1,37.63,2172,3.7895,NEAR BAY,180900
-122.08,37.64,1340,3.8,NEAR BAY,172000
-122.08,37.64,1116,5.7309,NEAR BAY,177900
-122.09,37.64,1885,4.1141,NEAR BAY,173100
-122.09,37.64,1180,5.2838,NEAR BAY,172600
-122.08,37.64,5267,3.3479,NEAR BAY,182100
-122.08,37.64,1897,3.142,NEAR BAY,179500
-122.08,37.63,767,3.7614,NEAR BAY,176000
-122.08,37.63,691,4.25,NEAR BAY,192600
-122.08,37.64,786,3.9338,NEAR BAY,182700
-122.07,37.64,5861,2.5158,NEAR BAY,134900
-122.07,37.63,2784,2.4808,NEAR BAY,157600
-122.07,37.64,4524,4.7083,NEAR BAY,190900
-122.06,37.64,1468,4.1652,NEAR BAY,158200
-122.06,37.64,1655,3.5541,NEAR BAY,350000
-122.06,37.65,1227,3.8036,NEAR BAY,158200
-122.06,37.64,1160,3.8259,NEAR BAY,146100
-122.04,37.63,952,3.2331,NEAR BAY,226700
-122.03,37.62,2072,4.7109,NEAR BAY,198700
-122.03,37.62,2964,4.2468,NEAR BAY,221200
-122.04,37.62,1032,6.396,NEAR BAY,208500
-122.04,37.62,657,3.8125,NEAR BAY,204200
-122.04,37.62,1540,3.2857,NEAR BAY,193200
-122.03,37.62,1298,3.8929,NEAR BAY,209500
-122.03,37.61,1409,3.7262,NEAR BAY,164900
-122.03,37.61,1383,4.0125,NEAR BAY,161400
-122.04,37.61,1151,4.1719,NEAR BAY,187000
-122.04,37.62,899,4.2857,NEAR BAY,190400
-122.08,37.63,1793,3.6458,NEAR BAY,156600
-122.08,37.62,2485,2.6875,NEAR BAY,157300
-122.07,37.63,1931,3.7292,NEAR BAY,168100
-122.07,37.63,2329,4.5913,NEAR BAY,177600
-122.06,37.63,6711,3.8625,NEAR BAY,208900
-122.06,37.63,1939,3.3611,NEAR BAY,169200
-122.05,37.61,1642,2.8971,NEAR BAY,163900
-122.08,37.63,1619,4.0326,NEAR BAY,164700
-122.08,37.63,517,4.0682,NEAR BAY,156900
-122.09,37.63,1570,5.3644,NEAR BAY,168800
-122.09,37.63,1213,4.7019,NEAR BAY,174100
-122.08,37.62,1826,5.64,NEAR BAY,206500
-122.08,37.61,2261,3.7931,NEAR BAY,203900
-121.99,37.61,3666,4.6458,<1H OCEAN,217000
-122.02,37.6,1633,3.694,NEAR BAY,159600
-122.02,37.6,2155,2.652,NEAR BAY,159800
-122.02,37.6,1295,3.5,NEAR BAY,154300
-122.02,37.6,1295,3.2386,NEAR BAY,149600
-122.03,37.61,1518,5.097,NEAR BAY,188600
-122.04,37.6,3314,4.3875,NEAR BAY,238500
-122.06,37.6,3009,4.625,NEAR BAY,235300
-122.08,37.61,2605,5.0406,NEAR BAY,261400
-122.06,37.6,5159,5.8704,NEAR BAY,234400
-122.06,37.6,1726,5.3226,NEAR BAY,231700
-122.08,37.59,1816,4.235,NEAR BAY,156300
-122.07,37.59,2578,4.825,NEAR BAY,222000
-122.08,37.58,2576,5.5218,NEAR BAY,254400
-122.07,37.58,1644,6.5116,NEAR BAY,244300
-122.07,37.58,1606,6.0661,NEAR BAY,247000
-122.08,37.58,3349,6.0074,NEAR BAY,236500
-122.07,37.59,3475,4.6211,NEAR BAY,151400
-122.07,37.58,1893,5.225,NEAR BAY,213700
-122.04,37.59,1727,5.3428,NEAR BAY,243600
-122.05,37.59,6243,3.7462,NEAR BAY,212500
-122.03,37.6,2077,4.5721,NEAR BAY,214700
-122.02,37.59,1165,3.6923,NEAR BAY,213200
-122.03,37.59,4371,4.6786,NEAR BAY,256000
-122.01,37.59,838,2.875,NEAR BAY,237500
-122.02,37.58,3052,3.3617,NEAR BAY,178100
-122.01,37.58,4313,5.7579,NEAR BAY,231800
-122.09,37.6,385,2.9706,NEAR BAY,147900
-122.08,37.6,3046,3.9022,NEAR BAY,191700
-121.97,37.57,4342,4.6146,<1H OCEAN,247600
-121.96,37.58,3575,5.7192,<1H OCEAN,283500
-121.98,37.58,4126,3.6832,<1H OCEAN,216900
-121.99,37.58,2878,6.2073,<1H OCEAN,282500
-122,37.58,4405,5.8151,<1H OCEAN,295600
-122.01,37.57,16199,5.8322,NEAR BAY,281800
-122.04,37.58,14917,5.6277,NEAR BAY,269800
-122.04,37.57,5719,5.2879,NEAR BAY,231200
-122.07,37.57,8647,6.5615,NEAR BAY,318300
-122.06,37.58,8112,5.6758,NEAR BAY,253400
-122.05,37.57,10648,6.1047,NEAR BAY,278200
-121.93,37.49,1150,3.5714,<1H OCEAN,300000
-122.07,37.52,14014,6.0824,NEAR BAY,273500
-122.02,37.56,4332,4.3594,NEAR BAY,223400
-122.02,37.56,1716,5.5737,NEAR BAY,214500
-122.03,37.56,4981,4.8962,NEAR BAY,220200
-122.03,37.56,8444,4.6978,NEAR BAY,240300
-122.01,37.56,3028,4.4259,NEAR BAY,158000
-122.01,37.55,2068,3.3008,NEAR BAY,224200
-122.02,37.55,1325,4.5687,NEAR BAY,177200
-122.01,37.56,2563,3.8179,NEAR BAY,216100
-121.99,37.56,5505,5,<1H OCEAN,269700
-121.99,37.56,6462,4.3393,<1H OCEAN,231200
-121.96,37.55,3746,4.1387,<1H OCEAN,162500
-121.97,37.56,8918,4.8052,<1H OCEAN,254000
-121.97,37.54,1949,4.6349,<1H OCEAN,196200
-121.97,37.55,4924,3.168,<1H OCEAN,189400
-121.98,37.54,5133,3.1326,<1H OCEAN,220800
-121.99,37.55,6647,2.9074,<1H OCEAN,213800
-121.94,37.56,5674,8.3996,<1H OCEAN,442900
-121.95,37.55,10687,6.6478,<1H OCEAN,333400
-121.93,37.54,1354,6.629,<1H OCEAN,352400
-121.94,37.54,3715,6.2179,<1H OCEAN,305300
-121.94,37.53,2095,5.761,<1H OCEAN,259600
-121.95,37.54,3517,4.6641,<1H OCEAN,248900
-121.94,37.54,2537,6.7599,<1H OCEAN,356000
-121.96,37.54,5106,3.9909,<1H OCEAN,236000
-121.96,37.53,2215,4.2955,<1H OCEAN,218800
-121.96,37.53,2949,4.9615,<1H OCEAN,228000
-121.96,37.53,2375,2.6198,<1H OCEAN,235900
-121.97,37.54,2312,4.7135,<1H OCEAN,203200
-121.97,37.53,2277,4.75,<1H OCEAN,197000
-121.97,37.53,2506,5.4299,<1H OCEAN,236400
-121.98,37.53,2829,4.6,<1H OCEAN,223200
-121.98,37.53,3179,4.1947,<1H OCEAN,222700
-121.99,37.54,2332,5.388,<1H OCEAN,225000
-121.99,37.54,3584,3.9444,<1H OCEAN,240100
-121.99,37.54,3046,5.3283,<1H OCEAN,227900
-121.99,37.55,2414,4.8403,<1H OCEAN,268600
-122,37.54,4133,5.1616,<1H OCEAN,275100
-122.01,37.55,2791,4.9167,NEAR BAY,256300
-122,37.55,6103,4.1591,<1H OCEAN,332400
-122.01,37.54,2572,5,NEAR BAY,287600
-122,37.54,1910,5.8325,<1H OCEAN,298900
-122.01,37.53,1890,5.7057,NEAR BAY,287600
-121.99,37.53,5405,5.0423,<1H OCEAN,222200
-121.97,37.52,3761,4.5317,<1H OCEAN,232600
-121.97,37.51,3333,5.4359,<1H OCEAN,258300
-121.97,37.52,4925,5.0824,<1H OCEAN,230900
-121.95,37.52,3994,5.2308,<1H OCEAN,196900
-121.96,37.51,5811,4.4107,<1H OCEAN,223500
-121.96,37.52,4211,5.2396,<1H OCEAN,223900
-121.93,37.53,5532,4.7478,<1H OCEAN,243500
-121.92,37.53,28258,8.4045,<1H OCEAN,451100
-121.89,37.49,4909,9.7194,<1H OCEAN,500001
-121.92,37.49,7441,5.1643,<1H OCEAN,193100
-121.92,37.48,4314,5.3813,<1H OCEAN,264400
-121.92,37.47,2016,6.0878,<1H OCEAN,246900
-121.91,37.47,5377,6.868,<1H OCEAN,337300
-122.03,37.55,9167,6.992,NEAR BAY,284800
-122.03,37.55,3087,4.9118,NEAR BAY,217300
-122.04,37.55,3170,4.4357,NEAR BAY,291700
-122.04,37.54,2145,4.9464,NEAR BAY,223800
-122.05,37.54,4209,5.2882,NEAR BAY,223100
-122.05,37.55,4247,5.1321,NEAR BAY,211300
-122.04,37.53,4458,3.9667,NEAR BAY,218500
-122.04,37.5,407,3.1696,NEAR BAY,156300
-122.06,37.54,6483,5.0838,NEAR BAY,248200
-122.03,37.54,1867,4.8214,NEAR BAY,186000
-122.03,37.54,2918,4.1406,NEAR BAY,178200
-122.04,37.53,2316,3.7364,NEAR BAY,190400
-122.02,37.54,1240,3.535,NEAR BAY,210300
-122.03,37.54,4458,5.0739,NEAR BAY,208000
-122.03,37.53,1746,3.256,NEAR BAY,183300
-122.01,37.53,4572,6.0667,NEAR BAY,245700
-122.02,37.53,4280,5.7072,NEAR BAY,242200
-122,37.51,6352,4.9867,<1H OCEAN,181700
-121.92,37.72,7477,5.1437,<1H OCEAN,299400
-121.92,37.72,4638,5.347,<1H OCEAN,219500
-121.91,37.71,4377,5.7233,<1H OCEAN,231800
-121.93,37.72,3816,4.4697,<1H OCEAN,221300
-121.93,37.72,2806,4.9107,<1H OCEAN,213800
-121.93,37.71,4822,4.2281,<1H OCEAN,206000
-121.94,37.71,6473,5.0143,<1H OCEAN,271100
-121.96,37.71,8072,7.2494,<1H OCEAN,336500
-121.92,37.64,1280,5.1406,INLAND,315600
-121.93,37.66,3166,8.3337,<1H OCEAN,500001
-121.92,37.69,3742,7.316,<1H OCEAN,285400
-121.9,37.66,7397,6.4994,INLAND,323000
-121.92,37.68,1655,7.2211,<1H OCEAN,291900
-121.93,37.7,2456,4.4087,<1H OCEAN,225600
-121.91,37.69,2179,5.9345,<1H OCEAN,259600
-121.91,37.68,1804,6.177,<1H OCEAN,262900
-121.91,37.68,3631,5.817,<1H OCEAN,257300
-121.91,37.69,2876,6.3132,<1H OCEAN,259200
-121.89,37.68,7490,6.3373,<1H OCEAN,339700
-121.88,37.68,2234,7.333,INLAND,337200
-121.89,37.68,1898,6.2918,<1H OCEAN,334100
-121.88,37.67,4070,6.5214,INLAND,311500
-121.88,37.67,2244,6.4524,INLAND,296900
-121.89,37.67,2948,6.0604,INLAND,247900
-121.89,37.67,2034,6.5285,INLAND,300400
-121.9,37.67,2130,7.2639,<1H OCEAN,332400
-121.9,37.67,9540,7.4353,<1H OCEAN,389800
-121.88,37.66,2702,3.1127,INLAND,233000
-121.87,37.66,522,2.4896,INLAND,238500
-121.87,37.66,775,5.0677,INLAND,233300
-121.89,37.66,1565,2.1187,INLAND,231300
-121.88,37.64,1309,10.9506,INLAND,475800
-121.87,37.57,5519,7.0691,<1H OCEAN,393200
-121.87,37.67,4337,5.5,INLAND,247200
-121.87,37.67,1812,4.9879,INLAND,229400
-121.85,37.68,4719,6.8132,INLAND,282500
-121.85,37.66,4236,5.6399,INLAND,300600
-121.86,37.66,3634,4.1597,INLAND,293200
-121.87,37.66,1569,5.7519,INLAND,278500
-121.84,37.66,13182,5.6417,INLAND,352900
-121.85,37.72,228,10.3203,INLAND,400000
-121.82,37.73,127,4.3472,INLAND,375000
-121.86,37.7,9621,6.6827,INLAND,313700
-121.89,37.69,6159,3.62,<1H OCEAN,139300
-121.77,37.65,4290,7.3588,INLAND,327500
-121.62,37.61,1786,5.7239,INLAND,430600
-121.61,37.77,404,4.2083,INLAND,125000
-121.72,37.7,1671,6.1023,INLAND,450000
-121.73,37.71,5608,3.9864,INLAND,200200
-121.75,37.71,12070,4.8624,INLAND,192400
-121.77,37.74,494,9.1531,INLAND,418800
-121.8,37.7,5533,4.7361,INLAND,216800
-121.8,37.69,3956,5.4324,INLAND,215500
-121.82,37.69,1906,4.9375,INLAND,227700
-121.76,37.69,3433,3.3841,INLAND,184400
-121.77,37.68,1687,3.5532,INLAND,158400
-121.78,37.69,2358,3.3618,INLAND,174600
-121.78,37.69,2853,4.3533,INLAND,168400
-121.79,37.69,6296,4.5357,INLAND,188400
-121.76,37.7,3980,5.7068,INLAND,256700
-121.75,37.69,2647,3.7212,INLAND,183800
-121.75,37.68,1755,5.2443,INLAND,183400
-121.76,37.68,1864,4.2361,INLAND,177500
-121.76,37.68,1078,3.1856,INLAND,186900
